Region,Year,Month,Dengue_Cases,Risk_Score,Risk_Level,Outbreak
Region V,2018,July,408,4.8800786013207,中,0
Region V,2018,August,355,4.78236983605056,中,0
Region V,2018,September,397,4.368942617253627,中,0
Region V,2018,October,320,4.048592058272782,中,0
Region V,2018,November,355,3.7950382657031225,低,0
Region V,2018,December,547,5.392192169734236,中,0
Region V,2019,January,342,5.759218320899045,中,0
Region V,2019,February,387,6.375875777984528,高,0
Region V,2019,March,436,6.993059431524548,高,0
Region V,2019,April,223,6.591758616101014,高,0
Region V,2019,May,205,5.3298719940148,中,0
Region V,2019,June,547,6.563333333333333,高,0
Region V,2019,July,1371,8.774519052838329,极高,1
Region V,2019,August,2281,7.889230035418418,高,1
Region V,2019,September,2846,6.9976983779044275,高,1
Region V,2019,October,1292,6.475480947161671,高,0
Region V,2019,November,648,6.300833059837728,高,0
Region V,2019,December,563,5.779250457038391,中,0
Region V,2020,January,404,6.2012119413137174,高,0
Region V,2020,February,394,5.728829130357709,中,0
Region V,2020,March,335,5.872888888888889,中,0
Region V,2020,April,86,5.440074608393885,中,0
Region V,2020,May,74,3.590519052838329,低,0
Region V,2020,June,55,2.932888888888889,低,0
Region V,2020,July,47,2.300074608393885,低,0
Region V,2020,August,83,2.478993949525737,低,0
Region V,2020,September,60,1.4591111111111112,极低,0
Region V,2020,October,53,1.0532587249394487,极低,0
Region V,2020,November,61,1.1377576767214195,极低,0
Region V,2020,December,69,1.4504808743169397,极低,0
Region VI,2016,January,971,3.225480947161671,低,0
Region VI,2016,February,674,6.774519052838329,高,0
Region VI,2016,March,596,7.25,高,0
Region VI,2016,April,560,7.524519052838329,高,0
Region VI,2016,May,782,7.9209476242669,高,0
Region VI,2016,June,1137,7.703964194373402,高,0
Region VI,2016,July,4993,7.774519052838329,高,0
Region VI,2016,August,7155,6.65848715585384,高,0
Region VI,2016,September,5039,5.75,中,0
Region VI,2016,October,2562,5.475480947161671,中,0
Region VI,2016,November,1058,5.475480947161671,中,0
Region VI,2016,December,643,5.75,中,0
Region VI,2017,January,727,6.356118583242542,高,0
Region VI,2017,February,454,6.774519052838329,高,0
Region VI,2017,March,336,6.6595555555555555,高,0
Region VI,2017,April,310,5.762741275060551,中,0
Region VI,2017,May,346,5.602870307318615,中,0
Region VI,2017,June,630,6.575698137443802,高,0
Region VI,2017,July,1577,7.774519052838329,高,0
Region VI,2017,August,2291,6.67823934919084,高,0
Region VI,2017,September,686,5.75,中,0
Region VI,2017,October,488,5.475480947161671,中,0
Region VI,2017,November,627,5.688317012735442,中,0
Region VI,2017,December,811,6.304736197201613,高,0
Region VI,2018,January,755,6.263995390077764,高,0
Region VI,2018,February,574,7.038836233455069,高,0
Region VI,2018,March,456,7.59047619047619,高,0
Region VI,2018,April,487,7.58502480646972,高,0
Region VI,2018,May,545,7.794093404082429,高,0
Region VI,2018,June,1017,8.730340760157274,极高,0
Region VI,2018,July,2701,8.487264772559318,极高,0
Region VI,2018,August,2639,6.377379681338886,高,0
Region VI,2018,September,2846,6.828438802576733,高,0
Region VI,2018,October,1903,6.475480947161671,高,0
Region VI,2018,November,1724,6.475480947161671,高,0
Region VI,2018,December,1935,6.872389791183295,高,0
Region VI,2019,January,1426,7.114222669015976,高,0
Region VI,2019,February,2003,8.17914738383412,极高,0
Region VI,2019,March,2262,8.379306040938593,极高,0
Region VI,2019,April,1199,8.524519052838329,极高,0
Region VI,2019,May,1386,8.680482355590623,极高,0
Region VI,2019,June,4859,9.25,极高,0
Region VI,2019,July,13564,8.774519052838329,极高,1
Region VI,2019,August,18090,7.559158328465122,高,1
Region VI,2019,September,9048,6.75,高,1
Region VI,2019,October,3475,6.301545056462775,高,0
Region VI,2019,November,1881,5.566548232544502,中,0
Region VI,2019,December,1164,5.75,中,0
Region VI,2020,January,660,6.225480947161671,高,0
Region VI,2020,February,784,6.9623978407171165,高,0
Region VI,2020,March,630,7.25,高,0
Region VI,2020,April,167,7.281185719504996,高,0
Region VI,2020,May,138,4.565407941727218,中,0
Region VI,2020,June,272,4.690125603864734,中,0
Region VI,2020,July,388,4.719656307740291,中,0
Region VI,2020,August,473,5.0314420009990135,中,0
Region VI,2020,September,169,4.732444444444444,中,0
Region VI,2020,October,115,2.330592058272782,低,0
Region VI,2020,November,197,2.412968869866985,低,0
Region VI,2020,December,138,2.432,低,0
Region VII,2016,January,1690,3.225480947161671,低,0
Region VII,2016,February,1175,6.774519052838329,高,0
Region VII,2016,March,1220,7.288297872340426,高,0
Region VII,2016,April,984,7.524519052838329,高,0
Region VII,2016,May,916,7.524519052838329,高,0
Region VII,2016,June,756,7.25,高,0
Region VII,2016,July,2473,7.774519052838329,高,0
Region VII,2016,August,4424,7.01440128683009,高,0
Region VII,2016,September,4458,5.757685352622062,中,0
Region VII,2016,October,4531,5.49185600324063,中,1
Region VII,2016,November,3771,5.475480947161671,中,0
Region VII,2016,December,2997,5.75,中,0
Region VII,2017,January,2750,6.852699882072914,高,0
Region VII,2017,February,1598,7.134519052838329,高,0
Region VII,2017,March,1058,7.25,高,0
Region VII,2017,April,750,7.524519052838329,高,0
Region VII,2017,May,537,7.524519052838329,高,0
Region VII,2017,June,718,7.587057728119181,高,0
Region VII,2017,July,1234,7.493182005484568,高,0
Region VII,2017,August,2647,7.225480947161671,高,0
Region VII,2017,September,2570,5.75,中,0
Region VII,2017,October,421,5.475480947161671,中,0
Region VII,2017,November,691,5.642811113432455,中,0
Region VII,2017,December,966,6.147973950795948,高,0
Region VII,2018,January,659,6.225480947161671,高,0
Region VII,2018,February,567,6.774519052838329,高,0
Region VII,2018,March,478,7.1433333333333335,高,0
Region VII,2018,April,402,7.000296830616106,高,0
Region VII,2018,May,328,6.278741275060552,高,0
Region VII,2018,June,636,6.674802168021681,高,0
Region VII,2018,July,1539,8.021682748138167,极高,0
Region VII,2018,August,2417,6.79598127204796,高,0
Region VII,2018,September,2830,6.02204029821192,高,0
Region VII,2018,October,3185,6.600922643274745,高,0
Region VII,2018,November,4123,6.769986441667165,高,0
Region VII,2018,December,4725,6.896010186757215,高,1
Region VII,2019,January,2461,7.225480947161671,高,0
Region VII,2019,February,2815,7.918363018705863,高,0
Region VII,2019,March,1831,8.25,极高,0
Region VII,2019,April,571,7.944917062788578,高,0
Region VII,2019,May,535,8.155616613813939,极高,0
Region VII,2019,June,1030,8.794730500205725,极高,0
Region VII,2019,July,2124,8.154636011902657,极高,0
Region VII,2019,August,3858,7.638058756417671,高,0
Region VII,2019,September,5534,7.139899012102794,高,1
Region VII,2019,October,3791,5.665747823142833,中,0
Region VII,2019,November,2823,5.475480947161671,中,0
Region VII,2019,December,3680,6.053577754162239,高,0
Region VII,2020,January,3389,6.602563433955657,高,0
Region VII,2020,February,3464,7.027200096461335,高,0
Region VII,2020,March,2119,7.407291097760787,高,0
Region VII,2020,April,578,7.536778247234126,高,0
Region VII,2020,May,290,7.524519052838329,高,0
Region VII,2020,June,252,5.234444444444445,中,0
Region VII,2020,July,355,4.691915878235155,中,0
Region VII,2020,August,626,5.488861228851812,中,0
Region VII,2020,September,473,5.365555555555556,中,0
Region VII,2020,October,350,4.923480947161671,中,0
Region VII,2020,November,303,3.826592058272782,低,0
Region VII,2020,December,207,3.5235555555555553,低,0
Region VIII,2016,January,469,2.7888142804950045,低,0
Region VIII,2016,February,376,5.996852386171662,中,0
Region VIII,2016,March,273,5.748222222222222,中,0
Region VIII,2016,April,217,5.124741275060551,中,0
Region VIII,2016,May,364,5.452827296565928,中,0
Region VIII,2016,June,426,5.72321855921856,中,0
Region VIII,2016,July,921,7.23163016394944,高,0
Region VIII,2016,August,839,6.225480947161671,高,0
Region VIII,2016,September,575,5.75,中,0
Region VIII,2016,October,421,5.475480947161671,中,0
Region VIII,2016,November,278,4.4170365027172265,中,0
Region VIII,2016,December,229,3.4491111111111112,低,0
Region VIII,2017,January,620,5.173664789852976,中,0
Region VIII,2017,February,438,6.369412669859606,高,0
Region VIII,2017,March,323,6.595594627594628,高,0
Region VIII,2017,April,356,6.446350342003685,高,0
Region VIII,2017,May,220,5.659407941727218,中,0
Region VIII,2017,June,236,4.5449494949494955,中,0
Region VIII,2017,July,433,5.013042593327971,中,0
Region VIII,2017,August,417,5.030147613828338,中,0
Region VIII,2017,September,198,4.416444444444444,中,0
Region VIII,2017,October,144,2.5068142804950044,低,0
Region VIII,2017,November,191,2.2580920582727817,低,0
Region VIII,2017,December,340,3.910820869247125,低,0
Region VIII,2018,January,485,4.820840424285855,中,0
Region VIII,2018,February,313,5.948963497282773,中,0
Region VIII,2018,March,241,5.282444444444444,中,0
Region VIII,2018,April,270,5.006406558601354,中,0
Region VIII,2018,May,325,5.754384372703649,中,0
Region VIII,2018,June,503,6.967692307692308,高,0
Region VIII,2018,July,813,8.091752725475333,极高,0
Region VIII,2018,August,1106,7.58587455109771,高,0
Region VIII,2018,September,1315,6.938969258589512,高,0
Region VIII,2018,October,1563,6.664074103055207,高,0
Region VIII,2018,November,1781,6.6149563150439485,高,0
Region VIII,2018,December,2261,7.019511510387423,高,0
Region VIII,2019,January,1000,7.225480947161671,高,0
Region VIII,2019,February,1178,7.952519052838329,高,0
Region VIII,2019,March,815,8.25,极高,0
Region VIII,2019,April,488,8.331926460245736,极高,0
Region VIII,2019,May,427,7.688587428906706,高,0
Region VIII,2019,June,1031,8.812,极高,0
Region VIII,2019,July,3699,8.774519052838329,极高,1
Region VIII,2019,August,7557,8.225480947161671,极高,1
Region VIII,2019,September,6084,6.75,高,1
Region VIII,2019,October,2634,6.160701676528274,高,0
Region VIII,2019,November,1218,5.475480947161671,中,0
Region VIII,2019,December,740,5.75,中,0
Region VIII,2020,January,897,6.437643109323833,高,0
Region VIII,2020,February,1500,7.720104507466376,高,0
Region VIII,2020,March,1210,7.734662576687117,高,0
Region VIII,2020,April,279,7.524519052838329,高,0
Region VIII,2020,May,192,6.066296830616107,高,0
Region VIII,2020,June,129,4.068666666666667,中,0
Region VIII,2020,July,121,3.0396301639494405,低,0
Region VIII,2020,August,138,2.523087926041377,低,0
Region VIII,2020,September,120,1.9991111111111115,极低,0
Region VIII,2020,October,95,1.5877031693838932,极低,0
Region VIII,2020,November,110,1.5644867951148873,极低,0
Region VIII,2020,December,41,1.6833333333333331,极低,0
Region X,2016,January,1450,3.225480947161671,低,0
Region X,2016,February,1184,6.774519052838329,高,0
Region X,2016,March,944,7.25,高,0
Region X,2016,April,768,7.524519052838329,高,0
Region X,2016,May,825,7.598737802838329,高,0
Region X,2016,June,973,7.42939393939394,高,0
Region X,2016,July,2519,7.774519052838329,高,0
Region X,2016,August,2897,6.375540494601131,高,0
Region X,2016,September,2386,5.75,中,0
Region X,2016,October,1794,5.475480947161671,中,0
Region X,2016,November,1066,5.475480947161671,中,0
Region X,2016,December,874,5.75,中,0
Region X,2017,January,1097,6.480629688580436,高,0
Region X,2017,February,600,6.774519052838329,高,0
Region X,2017,March,482,7.25,高,0
Region X,2017,April,451,7.1198523861716625,高,0
Region X,2017,May,356,6.662741275060551,高,0
Region X,2017,June,451,6.0506317103620475,高,0
Region X,2017,July,686,6.660472243279324,高,0
Region X,2017,August,1354,7.199241880106277,高,0
Region X,2017,September,290,5.75,中,0
Region X,2017,October,227,4.215480947161671,中,0
Region X,2017,November,276,2.9344510891097855,低,0
Region X,2017,December,409,3.901217391304348,低,0
Region X,2018,January,429,4.96615848044067,中,0
Region X,2018,February,482,5.9387288430481195,中,0
Region X,2018,March,655,7.599842323651453,高,0
Region X,2018,April,813,8.568401180764397,极高,0
Region X,2018,May,833,8.54911929884079,极高,0
Region X,2018,June,1535,9.092737094837934,极高,0
Region X,2018,July,3062,8.769307326453964,极高,0
Region X,2018,August,2856,7.225480947161671,高,0
Region X,2018,September,3864,7.102941176470589,高,0
Region X,2018,October,2341,6.475480947161671,高,0
Region X,2018,November,3672,7.044041391416263,高,0
Region X,2018,December,2955,6.75,高,0
Region X,2019,January,1476,7.225480947161671,高,0
Region X,2019,February,1710,7.933055638204182,高,0
Region X,2019,March,1684,8.25,极高,0
Region X,2019,April,992,7.744691254560346,高,0
Region X,2019,May,1184,8.139435987354071,极高,0
Region X,2019,June,2415,8.82328990228013,极高,0
Region X,2019,July,3893,7.6579185819624485,高,1
Region X,2019,August,4807,7.1433845714935,高,1
Region X,2019,September,4406,5.890269151138717,中,1
Region X,2019,October,2023,5.475480947161671,中,0
Region X,2019,November,1897,5.475480947161671,中,0
Region X,2019,December,1869,5.75,中,0
Region X,2020,January,945,6.225480947161671,高,0
Region X,2020,February,1150,6.991450269769546,高,0
Region X,2020,March,966,7.25,高,0
Region X,2020,April,323,7.524519052838329,高,0
Region X,2020,May,330,6.2830797683526045,高,0
Region X,2020,June,309,5.298888888888889,中,0
Region X,2020,July,465,5.360040088437034,中,0
Region X,2020,August,597,5.82268524823694,中,0
Region X,2020,September,357,5.326666666666666,中,0
Region X,2020,October,221,3.9230365027172267,低,0
Region X,2020,November,281,3.0274186042757982,低,0
Region X,2020,December,281,3.306,低,0
Region XI,2016,January,790,3.225480947161671,低,0
Region XI,2016,February,711,6.774519052838329,高,0
Region XI,2016,March,564,7.25,高,0
Region XI,2016,April,557,7.524519052838329,高,0
Region XI,2016,May,628,7.595320967859275,高,0
Region XI,2016,June,1015,7.86624203821656,高,0
Region XI,2016,July,2330,7.774519052838329,高,1
Region XI,2016,August,2063,6.225480947161671,高,1
Region XI,2016,September,1010,5.75,中,0
Region XI,2016,October,1035,5.500233422409195,中,0
Region XI,2016,November,749,5.475480947161671,中,0
Region XI,2016,December,685,5.75,中,0
Region XI,2017,January,847,6.534129196260811,高,0
Region XI,2017,February,479,6.774519052838329,高,0
Region XI,2017,March,304,6.9351111111111114,高,0
Region XI,2017,April,253,5.49963016394944,中,0
Region XI,2017,May,233,4.920296830616107,中,0
Region XI,2017,June,241,4.490112541726275,中,0
Region XI,2017,July,411,4.909246577043032,中,0
Region XI,2017,August,316,4.767036502717226,中,0
Region XI,2017,September,153,3.6237777777777778,低,0
Region XI,2017,October,58,1.9790365027172263,极低,0
Region XI,2017,November,94,1.7830594912229736,极低,0
Region XI,2017,December,278,2.7917777777777775,低,0
Region XI,2018,January,234,3.5668142804950045,低,0
Region XI,2018,February,205,3.9751857195049958,低,0
Region XI,2018,March,191,4.18,中,0
Region XI,2018,April,223,4.525836097631814,中,0
Region XI,2018,May,228,4.598273910835339,中,0
Region XI,2018,June,477,6.628364223144306,高,0
Region XI,2018,July,783,7.836471309185021,高,0
Region XI,2018,August,876,7.344254893521824,高,0
Region XI,2018,September,792,6.75,高,0
Region XI,2018,October,609,6.475480947161671,高,0
Region XI,2018,November,742,6.693871751759373,高,0
Region XI,2018,December,956,7.038409703504043,高,0
Region XI,2019,January,627,7.225480947161671,高,0
Region XI,2019,February,841,8.115826867830354,极高,0
Region XI,2019,March,806,8.25,极高,0
Region XI,2019,April,339,8.044698425035639,极高,0
Region XI,2019,May,257,6.243489813072247,高,0
Region XI,2019,June,584,6.327429769392034,高,0
Region XI,2019,July,1115,8.10777584529446,极高,0
Region XI,2019,August,1284,6.842803878545663,高,1
Region XI,2019,September,1141,6.190656565656566,高,0
Region XI,2019,October,534,5.475480947161671,中,0
Region XI,2019,November,437,5.475480947161671,中,0
Region XI,2019,December,501,5.154008644800406,中,0
Region XI,2020,January,220,5.512147613828338,中,0
Region XI,2020,February,312,4.660478648797925,中,0
Region XI,2020,March,352,5.232427350427351,中,0
Region XI,2020,April,80,5.463185719504995,中,0
Region XI,2020,May,70,3.5622968306161074,低,0
Region XI,2020,June,51,2.8933333333333335,低,0
Region XI,2020,July,126,3.3549634972827738,低,0
Region XI,2020,August,185,2.8519571376378616,低,0
Region XI,2020,September,146,2.367777777777778,低,0
Region XI,2020,October,113,1.8448142804950045,极低,0
Region XI,2020,November,154,1.9752016944576394,极低,0
Region XI,2020,December,127,2.1117777777777778,低,0
Region XII,2016,January,1231,3.225480947161671,低,0
Region XII,2016,February,843,6.774519052838329,高,0
Region XII,2016,March,666,7.25,高,0
Region XII,2016,April,654,7.524519052838329,高,0
Region XII,2016,May,730,7.640727003908665,高,0
Region XII,2016,June,1260,7.976027397260274,高,0
Region XII,2016,July,3251,7.774519052838329,高,1
Region XII,2016,August,2582,6.225480947161671,高,0
Region XII,2016,September,1083,5.75,中,0
Region XII,2016,October,928,5.475480947161671,中,0
Region XII,2016,November,1216,5.785825774747877,中,0
Region XII,2016,December,1569,6.040296052631579,高,0
Region XII,2017,January,1512,6.453750646593027,高,0
Region XII,2017,February,1012,6.9749935486864905,高,0
Region XII,2017,March,968,7.703453453453454,高,0
Region XII,2017,April,1070,8.26597658057609,极高,0
Region XII,2017,May,758,7.56287521722189,高,0
Region XII,2017,June,806,7.313324538258575,高,0
Region XII,2017,July,771,6.774519052838329,高,0
Region XII,2017,August,733,6.225480947161671,高,0
Region XII,2017,September,694,5.75,中,0
Region XII,2017,October,549,5.475480947161671,中,0
Region XII,2017,November,349,5.244369836050559,中,0
Region XII,2017,December,391,4.396566061763769,中,0
Region XII,2018,January,433,4.9822311602904,中,0
Region XII,2018,February,378,5.7080746083938845,中,0
Region XII,2018,March,477,6.2110158730158735,高,0
Region XII,2018,April,476,6.865407941727218,高,0
Region XII,2018,May,490,7.013264150877545,高,0
Region XII,2018,June,850,7.979284448270623,高,0
Region XII,2018,July,1195,7.730336554936445,高,0
Region XII,2018,August,927,6.490146704324017,高,0
Region XII,2018,September,1016,6.309985575234169,高,0
Region XII,2018,October,927,6.164005537325606,高,0
Region XII,2018,November,855,6.475480947161671,高,0
Region XII,2018,December,1149,7.093859649122807,高,0
Region XII,2019,January,978,7.225480947161671,高,0
Region XII,2019,February,1588,8.398240934228923,极高,0
Region XII,2019,March,1658,8.294080604534004,极高,0
Region XII,2019,April,920,8.457292162082027,极高,0
Region XII,2019,May,1286,8.922345139794851,极高,0
Region XII,2019,June,2689,9.25,极高,0
Region XII,2019,July,3114,7.93257037303171,高,1
Region XII,2019,August,3579,7.37480657336591,高,1
Region XII,2019,September,2434,6.75,高,0
Region XII,2019,October,1159,5.725750634324562,中,0
Region XII,2019,November,753,5.475480947161671,中,0
Region XII,2019,December,482,5.75,中,0
Region XII,2020,January,423,5.959703169383893,中,0
Region XII,2020,February,648,6.569989502010905,高,0
Region XII,2020,March,703,7.305987654320988,高,0
Region XII,2020,April,228,7.278963497282773,高,0
Region XII,2020,May,316,5.664039520674587,中,0
Region XII,2020,June,347,5.234101265822785,中,0
Region XII,2020,July,621,6.072811079735543,高,0
Region XII,2020,August,550,5.9121476138283375,中,0
Region XII,2020,September,136,5.202222222222222,中,0
Region XII,2020,October,76,2.1381476138283375,低,0
Region XII,2020,November,117,1.836510186927753,极低,0
Region XII,2020,December,198,2.578752136752137,低,0
Region XIII,2016,January,1116,3.225480947161671,低,0
Region XIII,2016,February,679,6.774519052838329,高,0
Region XIII,2016,March,569,7.25,高,0
Region XIII,2016,April,420,7.3778523861716625,高,0
Region XIII,2016,May,566,7.119915878235155,高,0
Region XIII,2016,June,615,7.115461327051433,高,0
Region XIII,2016,July,897,7.233055638204183,高,0
Region XIII,2016,August,851,6.225480947161671,高,0
Region XIII,2016,September,331,5.75,中,0
Region XIII,2016,October,277,4.082592058272782,中,0
Region XIII,2016,November,396,3.6826393908038693,低,0
Region XIII,2016,December,498,4.684686868686868,中,0
Region XIII,2017,January,537,5.88179420017372,中,0
Region XIII,2017,February,290,6.246741275060551,高,0
Region XIII,2017,March,461,6.010766283524904,高,0
Region XIII,2017,April,207,6.354963497282774,高,0
Region XIII,2017,May,155,4.680963497282773,中,0
Region XIII,2017,June,168,3.8527598566308243,低,0
Region XIII,2017,July,186,3.4552174655367422,低,0
Region XIII,2017,August,216,3.1361046030756494,低,0
Region XIII,2017,September,184,2.6971111111111115,低,0
Region XIII,2017,October,258,2.7127659713162604,低,0
Region XIII,2017,November,119,2.646814280495004,低,0
Region XIII,2017,December,207,2.852384687208217,低,0
Region XIII,2018,January,269,3.4281089664853424,低,0
Region XIII,2018,February,314,4.516341696658922,中,0
Region XIII,2018,March,188,4.990666666666667,中,0
Region XIII,2018,April,216,4.642711261698439,中,0
Region XIII,2018,May,221,4.963918097043825,中,0
Region XIII,2018,June,400,6.315954751131222,高,0
Region XIII,2018,July,849,7.807852386171662,高,0
Region XIII,2018,August,803,7.225480947161671,高,0
Region XIII,2018,September,1062,7.072540473225405,高,0
Region XIII,2018,October,1060,6.475480947161671,高,0
Region XIII,2018,November,1361,6.759443211312615,高,0
Region XIII,2018,December,2310,7.447281410727406,高,1
Region XIII,2019,January,2036,7.225480947161671,高,1
Region XIII,2019,February,2047,7.779921803329488,高,1
Region XIII,2019,March,1088,8.25,极高,0
Region XIII,2019,April,328,8.043037571356848,极高,0
Region XIII,2019,May,324,6.891915734587952,高,0
Region XIII,2019,June,492,6.213629629629629,高,0
Region XIII,2019,July,749,6.987765665304454,高,0
Region XIII,2019,August,1132,7.1465429858783,高,0
Region XIII,2019,September,1201,5.941839186014786,中,0
Region XIII,2019,October,908,5.475480947161671,中,0
Region XIII,2019,November,713,5.475480947161671,中,0
Region XIII,2019,December,1036,6.203015427769986,高,0
Region XIII,2020,January,938,6.225480947161671,高,0
Region XIII,2020,February,1172,7.023986003797817,高,0
Region XIII,2020,March,816,7.25,高,0
Region XIII,2020,April,288,7.524519052838329,高,0
Region XIII,2020,May,271,5.780296830616106,中,0
Region XIII,2020,June,162,4.677111111111111,中,0
Region XIII,2020,July,122,3.363185719504996,低,0
Region XIII,2020,August,137,2.5482095446115807,低,0
Region XIII,2020,September,28,1.890888888888889,极低,0
Region XIII,2020,October,10,0.8379253916061156,极低,0
Region XIII,2020,November,12,0.7910365027172264,极低,0
Region XIII,2020,December,27,1.8764444444444444,极低,0
