Month,Year,Region,Dengue_Cases,Dengue_Deaths,MonthNum,Date,YearMonth,Lag1_Cases,Lag2_Cases,Lag3_Cases,Month_Sin,Month_Cos,MA3_Cases,MA6_Cases,MA12_Cases,EWMA3_Cases,MoM_Growth,YoY_Growth,Outbreak,Outbreak_Level,Risk_Score,Risk_Level
February,2019,Region VIII,1178,5,2,2019-02-01,2019-02,1000.0,2261.0,1781.0,0.8660254037844386,0.5000000000000001,1479.6666666666667,1516.3333333333333,1029.6666666666667,1315.7194262032453,0.17799999999999994,2.763578274760383,0,1,7.952519052838329,高
March,2019,Region VIII,815,1,3,2019-03-01,2019-03,1178.0,1000.0,2261.0,1.0,6.123233995736766e-17,997.6666666666666,1433.0,1077.5,1065.3597131011672,-0.3081494057724957,2.3817427385892116,0,0,8.25,极高
April,2019,Region VIII,488,5,4,2019-04-01,2019-04,815.0,1178.0,1000.0,0.8660254037844387,-0.4999999999999998,827.0,1253.8333333333333,1095.6666666666667,776.679856550321,-0.4012269938650307,0.8074074074074074,0,0,8.331926460245736,极高
May,2019,Region VIII,427,3,5,2019-05-01,2019-05,488.0,815.0,1178.0,0.49999999999999994,-0.8660254037844387,576.6666666666666,1028.1666666666667,1104.1666666666667,601.839928275081,-0.125,0.3138461538461539,0,0,7.688587428906706,高
June,2019,Region VIII,1031,4,6,2019-06-01,2019-06,427.0,488.0,815.0,1.2246467991473532e-16,-1.0,648.6666666666666,823.1666666666666,1148.1666666666667,816.4199641375893,1.4145199063231848,1.0497017892644136,0,1,8.812,极高
July,2019,Region VIII,3699,11,7,2019-07-01,2019-07,1031.0,427.0,488.0,-0.4999999999999997,-0.8660254037844388,1719.0,1273.0,1388.6666666666667,2257.709982068958,2.587778855480116,3.549815498154982,1,3,8.774519052838329,极高
August,2019,Region VIII,7557,19,8,2019-08-01,2019-08,3699.0,1031.0,427.0,-0.8660254037844385,-0.5000000000000004,4095.6666666666665,2336.1666666666665,1926.25,4907.35499103463,1.042984590429846,5.8327305605786615,1,4,8.225480947161671,极高
September,2019,Region VIII,6084,9,9,2019-09-01,2019-09,7557.0,3699.0,1031.0,-1.0,-1.8369701987210297e-16,5780.0,3214.3333333333335,2323.6666666666665,5495.677495517331,-0.1949186184994045,3.6266159695817493,1,3,6.75,高
October,2019,Region VIII,2634,4,10,2019-10-01,2019-10,6084.0,7557.0,3699.0,-0.8660254037844386,0.5000000000000001,5425.0,3572.0,2412.9166666666665,4064.8387477586452,-0.5670611439842209,0.6852207293666026,0,2,6.160701676528274,高
November,2019,Region VIII,1218,5,11,2019-11-01,2019-11,2634.0,6084.0,7557.0,-0.5000000000000004,0.8660254037844384,3312.0,3703.8333333333335,2366.0,2641.4193738793124,-0.5375854214123007,-0.3161145423919146,0,1,5.475480947161671,中
December,2019,Region VIII,740,2,12,2019-12-01,2019-12,1218.0,2634.0,6084.0,-2.4492935982947064e-16,1.0,1530.6666666666667,3655.3333333333335,2239.25,1690.7096869396528,-0.39244663382594414,-0.6727111897390535,0,0,5.75,中
January,2016,Region X,1450,4,1,2016-01-01,2016-01,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,1450.0,1450.0,1450.0,1450.0,0.0,0.0,0,0,3.225480947161671,低
February,2016,Region X,1184,3,2,2016-02-01,2016-02,1450.0,0.0,0.0,0.8660254037844386,0.5000000000000001,1317.0,1317.0,1317.0,1272.6666666666667,-0.1834482758620689,0.0,0,0,6.774519052838329,高
March,2016,Region X,944,2,3,2016-03-01,2016-03,1184.0,1450.0,0.0,1.0,6.123233995736766e-17,1192.6666666666667,1192.6666666666667,1192.6666666666667,1084.857142857143,-0.20270270270270274,0.0,0,0,7.25,高
April,2016,Region X,768,3,4,2016-04-01,2016-04,944.0,1184.0,1450.0,0.8660254037844387,-0.4999999999999998,965.3333333333334,1086.5,1086.5,915.8666666666667,-0.18644067796610164,0.0,0,0,7.524519052838329,高
May,2016,Region X,825,4,5,2016-05-01,2016-05,768.0,944.0,1184.0,0.49999999999999994,-0.8660254037844387,845.6666666666666,1034.2,1034.2,868.9677419354839,0.07421875,0.0,0,0,7.598737802838329,高
June,2016,Region X,973,4,6,2016-06-01,2016-06,825.0,768.0,944.0,1.2246467991473532e-16,-1.0,855.3333333333334,1024.0,1024.0,921.8095238095239,0.17939393939393944,0.0,0,0,7.42939393939394,高
July,2016,Region X,2519,10,7,2016-07-01,2016-07,973.0,825.0,768.0,-0.4999999999999997,-0.8660254037844388,1439.0,1202.1666666666667,1237.5714285714287,1726.6929133858268,1.5889003083247686,0.0,0,1,7.774519052838329,高
